TractFIPS,StateAbbr,GEOID,burden,resid,resilience_score
39017000200,OH,39017000200,0.702784,-0.06334359915127075,0.1261247097563328
06073017701,CA,06073017701,-0.974595,-0.2592004787299267,0.5160992679061983
06107004102,CA,06107004102,0.413671,0.3709028616943361,-0.7385121212843639
13227050600,GA,13227050600,-0.018397,-0.13764334602733147,0.2740644248226208
24033803521,MD,24033803521,0.268562,0.6283895850979189,-1.251199096614444
06055201101,CA,06055201101,-0.431282,0.2841125212700733,-0.5657021350768804
06111004704,CA,06111004704,-0.163182,-0.3996367079673071,0.7957246584612769
13089022008,GA,13089022008,0.674309,0.29414423225177005,-0.5856764758607753
26099262100,MI,26099262100,0.120994,-0.3433576954575675,0.6836663887501923
49035112617,UT,49035112617,-0.860975,-0.03777759062851471,0.0752197178113677
53061052107,WA,53061052107,-0.732615,0.005289110894791782,-0.010531254703124786
13067031207,GA,13067031207,-1.189496,-0.9632769422690906,1.9180000250462483
36059303202,NY,36059303202,-0.276188,0.20375902835598375,-0.4057086849495082
48223950100,TX,48223950100,0.519005,0.44332917324303833,-0.8827216017243232
13113140206,GA,13113140206,-0.253523,-0.027303942269090498,0.054365426657692874
34007606200,NJ,34007606200,-0.683918,-0.15838382717090294,0.3153612124931895
06007003002,CA,06007003002,0.457899,0.4151308616943361,-0.8265753784696983
06017030808,CA,06017030808,-0.629706,0.08568852127007331,-0.17061613200772058
17073031200,IL,17073031200,0.208902,0.2505952156157346,-0.4989651560591203
48439102301,TX,48439102301,0.179322,-0.15727224847786023,0.3131479258800223
22051021801,LA,22051021801,0.301947,0.17866302976526366,-0.35573953919981627
36055002300,NY,36055002300,1.217502,1.0910652028768444,-2.17244179178151
06009000400,CA,06009000400,0.731189,0.49473429203269287,-0.9850753639703216
29183311722,MO,29183311722,-0.166722,-0.09935411832549976,0.19782597618071435
33013040500,NH,33013040500,-0.398086,-0.03438726841578127,0.06846917930722786
34031246202,NJ,34031246202,-0.738885,-0.21335082717090292,0.4248071078017333
36005030200,NY,36005030200,0.320729,0.19429220287684423,-0.3868590990107784
39061022000,OH,39061022000,0.04478,-0.11496377367213122,0.22890667377872548
39153503600,OH,39153503600,0.35483,-0.5630764332478685,1.1211527710072315
54079020604,WV,54079020604,0.485124,-0.008038780530492673,0.016006177021643198
35001004502,NM,35001004502,0.699725,0.4464020237052817,-0.8888400158635249
39007000300,OH,39007000300,0.85365,-0.06425643324786845,0.12794227202042402
55077960300,WI,55077960300,0.358154,0.4313143022147139,-0.85879855122654
22041950300,LA,22041950300,1.837395,0.9559483701895263,-1.9034079583047288
37097060602,NC,37097060602,0.171061,0.3962063149092091,-0.788894334093861
06001407000,CA,06001407000,-0.212197,-0.10318630420906615,0.20545631829535924
29131962800,MO,29131962800,0.525957,-0.3585243475628802,0.7138650137160656
55133201600,WI,55133201600,-0.2281,-0.15493969778528605,0.30850353744875725
20113788500,KS,20113788500,-0.258848,-0.14061487970550973,0.2799811050825533
18003011501,IN,18003011501,0.306409,-0.2501971838304507,0.4981726269943786
26125162300,MI,26125162300,0.661658,0.803690130021572,-1.6002435248576594
48339692802,TX,48339692802,0.426132,-0.2559276522361012,0.5095826774827397
01097003202,AL,01097003202,0.810066,0.5629036445664489,-1.1208087280007524
17031836000,IL,17031836000,0.203433,-0.015792206105163936,0.031444178071874385
26165380700,MI,26165380700,0.536133,0.07178130454243248,-0.14292519406301543
41039001803,OR,41039001803,0.127555,0.06478583246746043,-0.12899636941638684
42107003700,PA,42107003700,0.257923,0.16456818364191805,-0.32767500860499177
01097006407,AL,01097006407,-0.051612,-0.644239759191792,1.2827586959103894
06037276100,CA,06037276100,-0.877984,-0.7689733042090662,1.5311181572130643
36055014204,NY,36055014204,-0.077321,0.4026260283559837,-0.801676754196951
41039002903,OR,41039002903,-0.348115,0.1954996579465999,-0.38926328699910323
42015950100,PA,42015950100,0.458353,0.36499818364191805,-0.7267551984769413
48439100101,TX,48439100101,-0.033391,-0.5217640825744579,1.0388949216293877
04013114600,AZ,04013114600,0.140657,0.010306937391464988,-0.020522349604271527
38101010600,ND,38101010600,0.250442,0.44102415833338743,-0.8781320403422889
48479001101,TX,48479001101,0.166454,-0.17014024847786025,0.33876965857109775
08031004603,CO,08031004603,-0.726258,-0.28670064838814613,0.5708554068510322
26125154500,MI,26125154500,-0.323274,-0.181241869978428,0.3608743196314834
23001010100,ME,23001010100,0.800646,0.6084722826456261,-1.2115413565336275
36081077905,NY,36081077905,-0.487106,-0.007158971644016243,0.014254371915291645
55075960700,WI,55075960700,0.762933,0.07793064263897664,-0.15516926438759587
05011950100,AR,05011950100,0.907725,0.3832150582740348,-0.7630271826462705
22119031600,LA,22119031600,0.157508,-0.31124137399297735,0.6197189374301444
37045950900,NC,37045950900,1.809635,1.276617655333472,-2.5418989985748888
48027023404,TX,48027023404,0.119147,0.043471173243038286,-0.08655632426177781
06071002803,CA,06071002803,-0.12327,-0.014259304209066154,0.02839198638525175
06041119201,CA,06041119201,-0.354447,0.3609475212700733,-0.7186898434479387
36081025500,NY,36081025500,-0.762361,-0.2824139716440162,0.5623201188753447
54055002400,WV,54055002400,1.541406,0.7027778157112664,-1.3993149934233702
42007605600,PA,42007605600,0.348207,-0.35153164183722146,0.6999416972029959
47177930200,TN,47177930200,0.756327,0.3931286418307868,-0.782766317546934
53057950100,WA,53057950100,0.340417,0.7328557071365508,-1.4592036858394275
24005420600,MD,24005420600,0.557369,0.31081275961877936,-0.6188655147597019
48201550100,TX,48201550100,0.097132,-0.391241082574458,0.7790079604825713
18003000800,IN,18003000800,0.250119,0.2998966416486888,-0.5971302134965759
08059010212,CO,08059010212,-0.610306,0.4356351770909934,-0.8674019317885245
09001200301,CT,09001200301,-0.820789,-0.28308697479250156,0.5636601489321323
16011950300,ID,16011950300,0.287169,-0.3874023105510097,0.7713645045728128
17037000500,IL,17037000500,-0.149822,-0.5208260402017617,1.037027166661551
24003730700,MD,24003730700,-0.133265,0.22656258509791885,-0.4511133037906359
45045002609,SC,45045002609,-0.529871,-0.4620298575086136,0.9199569089509917
47165021204,TN,47165021204,-0.193235,-0.2109679544109722,0.42006252209363654
55037190200,WI,55037190200,0.227344,-0.3058795232644256,0.6090428489862213
09001070500,CT,09001070500,-0.76733,-0.836011800271641,1.664599850259925
01115040201,AL,01115040201,0.607016,-0.5919955846709315,1.1787342729822434
13117130609,GA,13117130609,-1.237706,-1.0114869422690904,2.0139919222359235
29165030305,MO,29165030305,-0.172815,-0.10544711832549974,0.2099578705921786
06037602003,CA,06037602003,-0.232817,-0.12380630420906615,0.24651321354636757
06067009108,CA,06067009108,-0.376766,0.3386285212700733,-0.674250035246811
06067008600,CA,06067008600,-0.070016,0.6453785212700733,-1.2850261079066947
08119010103,CO,08119010103,-0.717423,0.3285181770909934,-0.6541191263276972
29095008700,MO,29095008700,1.756326,1.2173100561953607,-2.4238104493313277
37053110200,NC,37053110200,-0.337636,-0.45795608884903183,0.9118455465293966
24003702702,MD,24003702702,-0.054871,0.30495658509791884,-0.6072051683060359
51153901510,VA,51153901510,-0.751229,-0.35202018136727753,0.7009144380522436
06045010900,CA,06045010900,0.058603,-0.1778517079673071,0.35412410010798495
29209090500,MO,29209090500,1.061622,1.1289898816745003,-2.247954379794289
45003020702,SC,45003020702,0.255743,-0.2827996829877531,0.5630881164620047
06065043217,CA,06065043217,-0.593298,0.12209652127007331,-0.24310883047031567
06071010411,CA,06071010411,0.89999,0.6635352920326929,-1.3211784180569102
38015011101,ND,38015011101,0.027665,0.21824715833338743,-0.43455629090805603
31109003001,NE,31109003001,-0.307115,0.013410340609440852,-0.02670159794772823
26065002000,MI,26065002000,0.685739,0.06960847044583474,-0.13859882054692266
26163525700,MI,26163525700,0.270031,-0.19432069545756747,0.386915831159284
36067003900,NY,36067003900,1.323407,1.1969702028768443,-2.383311359752317
39013012400,OH,39013012400,0.384428,0.22468422632786877,-0.44737326599889204
47143975000,TN,47143975000,0.880124,-0.08945818364835267,0.17812198231793797
48061010601,TX,48061010601,0.885511,0.39713791742554205,-0.7907492665346301
26091060301,MI,26091060301,-0.043804,-0.24723727373666898,0.49227909068628944
27003051002,MN,27003051002,-0.130863,0.4930793761611481,-0.9817802278118714
37025042402,NC,37025042402,-0.320497,-0.7017355105699303,1.3972396387673363
48439105508,TX,48439105508,-0.455939,-0.7925332484778602,1.5780288344178883
51059480501,VA,51059480501,-0.911081,-0.5118721813672775,1.0191989588894979
13089021705,GA,13089021705,-0.475982,-1.007925601844828,2.006900865943386
26161420200,MI,26161420200,-0.519124,-0.722557273736669,1.4386982687032281
32031001501,NV,32031001501,-0.680827,-1.0606961004209985,2.111973263246263
48113017305,TX,48113017305,-0.562159,-0.2923694229987207,0.5821426175875954
04013617100,AZ,04013617100,-0.713702,-0.23766823712939544,0.47322599012189115
17031819900,IL,17031819900,-0.755324,-0.36816538062602444,0.7330614678666486
24005403402,MD,24005403402,0.706155,0.45959875961877933,-0.915116301220251
26115830700,MI,26115830700,-0.004648,-0.208081273736669,0.4143147943502816
33013043002,NH,33013043002,-0.156021,-0.20501952423327754,0.40821848355272733
36081011000,NY,36081011000,-0.428027,0.05192002835598375,-0.10337900900295861
40109108221,OK,40109108221,-0.628564,-1.1025671321024713,2.1953435135759367
42049010201,PA,42049010201,0.210336,0.462446587400159,-0.9207866681898443
13271950500,GA,13271950500,1.395261,0.5178519943969313,-1.0311054844558951
19097950500,IA,19097950500,0.563876,0.24420826703238235,-0.4862479747322401
36081142900,NY,36081142900,-0.476383,0.0035640283559837393,-0.007096408287257409
47149040901,TN,47149040901,-0.274466,-0.6376643581692132,1.2696662831549388
45013000600,SC,45013000600,0.236962,-0.3015806829877531,0.6004833419571157
48201533702,TX,48201533702,0.592869,0.25627475152213974,-0.5102737938274818
29021002700,MO,29021002700,0.263636,-0.014461522083740741,0.028794626448219552
37179021004,NC,37179021004,-0.683366,-0.4582206850907909,0.9123723894092082
42127960700,PA,42127960700,0.58334,0.07728792782442173,-0.1538895420395138
55139003701,WI,55139003701,-0.231435,0.1871907059729549,-0.3727191662024203
08089968300,CO,08089968300,0.261666,0.35575794785361287,-0.7083567798127771
13121010118,GA,13121010118,-0.592854,-0.3666349422690905,0.7300141813822275
21075960100,KY,21075960100,1.640575,0.6542830430149755,-1.302756079610903
27123033600,MN,27123033600,0.871194,0.8887525506820086,-1.7696130153936804
46013951500,SD,46013951500,-0.027902,-0.33618368430762663,0.6693820713732432
51037930200,VA,51037930200,0.911834,0.2074147552987443,-0.4129876761306532
01051030200,AL,01051030200,0.320844,-0.271783759191792,0.5411540898187523
05145070700,AR,05145070700,0.50125,-0.02325994172596524,0.0463133361293653
29047021803,MO,29047021803,-0.65252,-0.9306175220837407,1.852971198978907
08069001305,CO,08069001305,-0.738713,-0.2991556483881461,0.5956548069650627
01111000200,AL,01111000200,0.508318,-0.08430975919179196,0.1678708512015101
06097152203,CA,06097152203,-0.511197,-0.40218630420906615,0.8008012106353926
18083955200,IN,18083955200,0.319982,0.024294237890447823,-0.04837274395107632
42079216700,PA,42079216700,0.948459,0.5941857619210196,-1.1830951787988297
53023970300,WA,53023970300,0.563797,0.34985188165741127,-0.6965970930444468
06059089107,CA,06059089107,-0.807107,-0.09171247872992672,0.18261055443379873
17197880418,IL,17197880418,-0.835947,-0.44878838062602444,0.8935915389540415
21111012701,KY,21111012701,1.597231,0.9564044467732167,-1.904316061530869
26093740700,MI,26093740700,-0.516254,-0.374221869978428,0.7451206651959638
24001001402,MD,24001001402,0.319506,-0.0788290744778184,0.15695815002762964
32003005829,NV,32003005829,-0.940778,-0.5624844408452612,1.11997404307012
36001014802,NY,36001014802,0.079557,0.21403862459774275,-0.42617659504264876
42101032300,PA,42101032300,-0.25787,-0.6121432380789804,1.218850669467592
06013384000,CA,06013384000,-0.7012,0.014194521270073257,-0.028262995777090558
06045011300,CA,06045011300,-0.064337,-0.10710513830566391,0.21325918740351124
29031881400,MO,29031881400,1.355071,0.8160550561953607,-1.6248635771711266
36085001700,NY,36085001700,0.039867,-0.08656979712315575,0.17237085802068125
39049009240,OH,39049009240,0.691673,-0.07445459915127073,0.148248044534895
22033003802,LA,22033003802,-0.393866,-0.5171499702347364,1.0297076700770924
42053530201,PA,42053530201,0.980568,0.12905052406618078,-0.2569550848046999
42107001700,PA,42107001700,0.263243,0.515353587400159,-1.02613085621337
55121100400,WI,55121100400,0.052906,0.12606630221471396,-0.25101314086864546
01097000600,AL,01097000600,1.94855,1.0950038190873095,-2.180284049453042
06059032040,CA,06059032040,-0.786918,-0.0715234787299267,0.14241183192057819
17201003601,IL,17201003601,0.853022,0.28833139013659503,-0.5741024094285061
31043010200,NE,31043010200,0.03636,-0.40127731896629637,0.7989913119012941
34003010100,NJ,34003010100,-0.697026,-0.17149182717090294,0.34146081399416994
39035188104,OH,39035188104,1.242892,0.4767644008487294,-0.9492951534944726
42091208301,PA,42091208301,-0.184057,-0.277411816358082,0.5523602272359713
48361021900,TX,48361021900,0.309156,0.5789455770012792,-1.1527501411724586
06085505302,CA,06085505302,-0.976185,-0.26079047872992667,0.5192651487718192
16031950500,ID,16031950500,0.011954,0.09554534902472755,-0.19024225929336902
19023070200,IA,19023070200,0.666149,0.001015863274141382,-0.0020227057243340967
47187050701,TN,47187050701,-0.684788,-0.7025209544109722,1.3988035517405275
48029181712,TX,48029181712,-0.031625,0.23816457700127924,-0.47421426238808084
36117020102,NY,36117020102,-0.113131,-0.3913466312197535,0.7792181205055481
38017000700,ND,38017000700,0.093718,-0.3220836671457521,0.6413072446199696
09009142700,CT,09009142700,-0.170101,-0.39056163436823876,0.7776550975421624
26139021801,MI,26139021801,-0.081625,0.060407130021572,-0.12027784722161598
06059021923,CA,06059021923,-1.028313,-0.31291847872992673,0.6230582542831948
06085506900,CA,06085506900,-0.865816,-0.15042147872992673,0.29950722093677873
36005008700,NY,36005008700,0.56557,0.43913320287684426,-0.874366921035615
48429950300,TX,48429950300,0.816387,0.328013917425542,-0.6531150848018124
06037481500,CA,06037481500,-0.402555,0.3128395212700733,-0.6229010405024727
18039002200,IN,18039002200,0.525987,-0.18239801792704846,0.363176348982656
28049000500,MS,28049000500,1.435735,0.38592419535156597,-0.7684213997758931
48113009611,TX,48113009611,-0.121004,-0.45759824847786024,0.9111330433947811
53061051916,WA,53061051916,-0.731564,0.006340110894791806,-0.01262392186650067
01109188700,AL,01109188700,0.920875,-0.2781365846709315,0.5538033279489641
04027011106,AZ,04027011106,0.668893,1.1449267628706044,-2.279686623339207
17031829200,IL,17031829200,0.21026,-0.008965206105163936,0.01785080155011717
18081610100,IN,18081610100,-0.325754,-0.6214417621095522,1.2373651470191034
48061013303,TX,48061013303,0.200385,-0.13620924847786023,0.27120896445073095
13131950400,GA,13131950400,0.827774,0.10214382849352899,-0.20338062400561488
53033001900,WA,53033001900,-1.256898,-0.5189938891052083,1.0333791338945666
32003003414,NV,32003003414,0.152004,0.5302975591547388,-1.0558860978701017
39153504800,OH,39153504800,0.333623,-0.4325045991512707,0.8611685753119818
50017959800,VT,50017959800,-0.125583,0.2695586088902998,-0.536723548458611
53035091201,WA,53035091201,-0.308055,0.4298491108947918,-0.8558811794251467
24033803900,MD,24033803900,-0.209811,-0.4563672403812207,0.9086819585025951
27111961000,MN,27111961000,0.447129,0.31290871658541086,-0.6230388166816034
36055013901,NY,36055013901,0.318477,0.19204020287684426,-0.38237509667783615
42125795900,PA,42125795900,0.211174,0.11781918364191804,-0.23459213779561308
19159950100,IA,19159950100,0.425527,0.3667776887532808,-0.7302984067677198
42003453004,PA,42003453004,-0.663555,-0.411444412599841,0.8192352157965237
17031050300,IL,17031050300,-1.114946,-0.7277873806260244,1.4491120393486134
21191930100,KY,21191930100,0.167543,-0.21236513150588487,0.42284446940852194
48215020724,TX,48215020724,0.019106,0.28889557700127927,-0.5752257732018008
34017007400,NJ,34017007400,-1.876656,-1.351121827170903,2.690245748278697
34021001500,NJ,34021001500,1.107177,1.0263273473499577,-2.0435409502130186
53067012310,WA,53067012310,-0.405855,0.3320491108947918,-0.6611496393888415
31109001002,NE,31109001002,-0.754972,-1.0408304848696985,2.0724184379898842
41047002800,OR,41047002800,0.189368,0.3875172541883589,-0.7715933711527554
41051006900,OR,41051006900,-0.753192,-0.20957734205340006,0.41729364595883545
55105000900,WI,55105000900,-0.309746,0.10887970597295488,-0.21679256465044586
39039958300,OH,39039958300,0.299574,0.1398302263278688,-0.2784187660168814
48463950200,TX,48463950200,0.72925,-0.10458848633269902,0.2082482312232366
06037211410,CA,06037211410,-0.614431,-0.5054203042090661,1.0063524969759645
17119403603,IL,17119403603,-0.141796,0.24536261937397555,-0.48854642881427446
26125154600,MI,26125154600,-0.739232,-0.597199869978428,1.1890966297584922
51153901012,VA,51153901012,0.295756,0.6949648186327225,-1.3837583783578897
55133203102,WI,55133203102,-0.25674,0.16188570597295487,-0.32233387355805726
17031062100,IL,17031062100,-1.712716,-1.3255573806260244,2.6393438664191877
31019969700,NE,31019969700,-0.19148,0.12904534060944087,-0.256944763920102
37155961801,NC,37155961801,1.57023,0.8435260856718287,-1.679561694516069
39091004300,OH,39091004300,0.425709,-0.6858840029095118,1.3656773841803158
48321730303,TX,48321730303,0.796804,0.7211281732430382,-1.4358527580693696
48141002201,TX,48141002201,1.0052,0.6686057515221399,-1.331274311564801
06107001800,CA,06107001800,-0.116065,-0.007054304209066151,0.014045966487894086
17201001500,IL,17201001500,0.155237,-0.06398820610516393,0.1274081995809722
22033003504,LA,22033003504,1.514635,0.6331883701895263,-1.2607540537840962
31055007444,NE,31055007444,-1.184194,-1.4700524848696985,2.9270509643443114
42101009400,PA,42101009400,1.612611,1.2583377619210196,-2.505501536449057
05137950100,AR,05137950100,0.946564,0.42205405827403475,-0.8403602939291952
06037221602,CA,06037221602,0.049522,0.15853269579093385,-0.3156576277860494
